isbn,genre,pages,title,author,rank,weeks_on_list,dagger,published_date
9780446573078,Fiction,432,THE SIXTH MAN,David Baldacci,15,8,0,2011-06-26
9781455586639,Fiction,432,END GAME,David Baldacci,13,8,0,2018-01-21
9781101475690,Fiction,592,A DISCOVERY OF WITCHES,Deborah Harkness,19,8,0,2019-02-10
9781250072689,Fiction,272,THE REVENANT,Michael Punke,18,8,0,2016-03-20
9780307351937,Fiction,352,WORLD WAR Z,Max Brooks,14,8,0,2013-07-28
9781538761625,Fiction,432,A MINUTE TO MIDNIGHT,David Baldacci,10,8,0,2020-02-16
9780316069380,Fiction,448,THE FIFTH WITNESS,Michael Connelly,14,8,0,2011-06-12
9780345543011,Fiction,352,TURBO TWENTY-THREE,Janet Evanovich,15,8,0,2017-10-01
9781524796280,Fiction,706,FIRE AND BLOOD,George R.R. Martin,15,8,0,2019-06-09
9781101636497,Fiction,608,COMMAND AUTHORITY,Tom Clancy with Mark Greaney,17,8,0,2014-02-16
9780316405409,Fiction,432,INVISIBLE,James Patterson and David Ellis,18,8,0,2018-09-09
9780964729292,Fiction,256,THE SHACK,William P Young,5,8,0,2017-04-02
9780812998610,Fiction,368,THE GIRLS,Emma Cline,12,8,0,2016-08-21
9780316337977,Fiction,480,THE MURDER HOUSE,James Patterson and David Ellis,20,8,0,2016-07-10
9780812996548,Fiction,304,"OLIVE, AGAIN",Elizabeth Strout,15,8,0,2020-01-05
9780316316149,Fiction,272,LESS,Andrew Sean Greer,9,8,0,2018-09-09
9780399593512,Fiction,382,PAST TENSE,Lee Child,10,8,0,2019-01-13
9780316126946,Fiction,448,10TH ANNIVERSARY,James Patterson and Maxine Paetro,17,8,0,2011-07-17
9781439149706,Fiction,480,THE STORYTELLER,Jodi Picoult,18,8,0,2013-05-12
9780062294449,Fiction,240,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,14,8,0,2019-01-06
9780804178761,Fiction,368,PERSONAL,Lee Child,16,8,0,2014-12-14
9780316129183,Fiction,448,TICK TOCK,James Patterson and Michael Ledwidge,19,8,0,2011-04-10
9780316419994,Fiction,432,SUMMER OF '69,Elin Hilderbrand,12,8,0,2019-08-25
9780316228534,Fiction,512,THE CASUAL VACANCY,J K Rowling,20,8,0,2013-01-06
9780316210690,Fiction,448,"MERRY CHRISTMAS, ALEX CROSS",James Patterson,14,8,0,2013-01-20
9781101604915,Fiction,352,REFLECTED IN YOU,Sylvia Day,19,8,0,2013-02-10
9781250133731,Fiction,384,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,15,8,0,2019-03-17
9781250130938,Fiction,352,THE WIFE BETWEEN US,Greer Hendricks and Sarah Pekkanen,14,8,0,2018-06-03
9781594634734,Fiction,480,CITY OF GIRLS,Elizabeth Gilbert,14,8,0,2019-08-11
9781101621219,Fiction,315,WHISKEY BEACH,Nora Roberts,17,8,0,2015-07-26
9781501111679,Fiction,495,THE BAZAAR OF BAD DREAMS,Stephen King,13,8,0,2016-01-10
9780316211192,Fiction,432,SECOND HONEYMOON,James Patterson and Howard Roughan,17,7,0,2013-09-01
9780316210928,Fiction,448,CROSS MY HEART,James Patterson,14,7,0,2014-02-02
9780316485623,Fiction,400,THE LAW OF INNOCENCE,Michael Connelly,13,7,0,2021-01-10
9781455589906,Fiction,480,THE MURDER HOUSE,James Patterson and David Ellis,19,7,0,2016-05-08
9781538728536,Fiction,320,EVERY BREATH,Nicholas Sparks,2,7,0,2018-12-16
9780316494021,Fiction,368,THE 19TH CHRISTMAS,James Patterson and Maxine Paetro,3,7,0,2019-12-22
9780316420013,Fiction,432,SUMMER OF '69,Elin Hilderbrand,8,7,0,2019-08-18
9780316211284,Fiction,416,UNLUCKY 13,James Patterson and Maxine Paetro,11,7,0,2014-07-06
9781538761557,Fiction,416,LONG ROAD TO MERCY,David Baldacci,2,7,0,2019-01-13
9780316097550,Fiction,416,KILL ME IF YOU CAN,James Patterson and Marshall Karp,13,7,0,2011-10-30
9780316097482,Fiction,416,11TH HOUR,James Patterson and Maxine Paetro,18,7,0,2012-07-22
9780399179242,Fiction,336,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,15,7,0,2019-09-29
9780316225915,Fiction,400,TWO KINDS OF TRUTH,Michael Connelly,8,7,0,2018-01-14
9780316417501,Fiction,432,TARGET: ALEX CROSS,James Patterson,3,7,0,2019-01-20
9780316225977,Fiction,416,THE LATE SHOW,Michael Connelly,13,7,0,2017-10-15
9780446573030,Fiction,448,ZERO DAY,David Baldacci,20,7,0,2012-01-08
9781439100523,Fiction,400,KILL SHOT,Vince Flynn,15,7,0,2012-04-08
9780345542908,Fiction,320,TAKEDOWN TWENTY,Janet Evanovich,19,7,0,2014-02-02
9780345542977,Fiction,352,TRICKY TWENTY-TWO,Janet Evanovich,18,7,0,2016-12-11
9780316069397,Fiction,448,THE DROP,Michael Connelly,17,7,0,2016-03-27
9781451627282,Fiction,849,11/22/63,Stephen King,3,7,0,2012-01-08
9781455521227,Fiction,432,KING AND MAXWELL,David Baldacci,13,7,0,2014-01-19
9781984898326,Fiction,512,THE MISTER,E L James,12,7,0,2019-06-16
9780316457149,Fiction,400,CRISS CROSS,James Patterson,15,7,0,2020-03-01
9781538729083,Fiction,480,THE BLACK BOOK,James Patterson and David Ellis,11,7,0,2018-07-01
9780316457484,Fiction,380,THE NIGHT FIRE,Michael Connelly,5,7,0,2020-01-12
9780312537074,Fiction,513,FIREFLY LANE,Kristin Hannah,11,7,0,2021-03-21
9780399181276,Fiction,448,COTTAGE BY THE SEA,Debbie Macomber,15,7,0,2019-07-28
9781476770383,Fiction,405,REVIVAL,Stephen King,8,7,0,2015-01-11
9781982154837,Fiction,320,FORTUNE AND GLORY,Janet Evanovich,14,7,0,2021-01-03
9780804178808,Fiction,369,NIGHT SCHOOL,Lee Child,12,7,0,2017-01-08
9780316097413,Fiction,416,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro,18,7,0,2012-03-11
9780804178785,Fiction,416,MAKE ME,Lee Child,15,7,0,2015-11-08
9780345544933,Fiction,416,LEAVING TIME,Jodi Picoult,13,7,0,2014-12-14
9781984818515,Fiction,352,BETTER OFF DEAD,Lee Child and Andrew Child,8,7,0,2022-05-29
9781538761434,Fiction,432,REDEMPTION,David Baldacci,6,7,0,2019-06-16
9780593465271,Poetry,29,THE HILL WE CLIMB,Amanda Gorman,12,7,0,2021-05-30
9780062424105,Fiction,432,ROMANCING MISTER BRIDGERTON,Julia Quinn,14,7,0,2022-04-17
9780385350082,Fiction,416,A WEEK IN WINTER,Maeve Binchy,17,7,0,2013-04-14
9780385543910,Fiction,560,DARKER,EL James,14,7,0,2018-01-28
9780316225953,Fiction,400,THE WRONG SIDE OF GOODBYE,Michael Connelly,9,7,0,2017-01-15
9781476754468,Fiction,516,MR. MERCEDES,Stephen King,15,7,0,2014-08-03
9780316540735,Fiction,519,THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,14,7,0,2021-08-29
9781455561803,Fiction,400,BEFORE THE FALL,Noah Hawley,19,7,0,2016-08-14
9780735224476,Fiction,928,A COLUMN OF FIRE,Ken Follett,10,7,0,2017-11-12
9780547416212,Fiction,368,EXTREMELY LOUD AND INCREDIBLY CLOSE,Jonathan Safran Foer,20,7,0,2012-04-01
9780316316132,Fiction,272,LESS,Andrew Sean Greer,15,7,0,2018-09-02
9780553801477,Fiction,1016,A DANCE WITH DRAGONS,George R R Martin,13,7,0,2011-09-11
9780698186200,Fiction,400,THE STRANGER,Harlan Coben,19,7,0,2015-05-31
9780345804341,Fiction,224,THE NICKEL BOYS,Colson Whitehead,11,7,0,2020-07-19
9780316375245,Fiction,480,THE PERFECT COUPLE,Elin Hilderbrand,15,7,0,2018-08-19
9780385549325,Fiction,320,SPARRING PARTNERS,John Grisham,14,7,0,2022-07-31
9780062943477,Fiction,656,THE ROSE CODE,Kate Quinn,13,7,0,2021-05-09
9780515154122,Fiction,450,THE COLLECTOR,Nora Roberts,18,7,0,2016-07-03
9780451494337,Fiction,337,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz,15,7,0,2017-11-12
9780812998603,Fiction,368,THE GIRLS,Emma Cline,15,7,0,2016-08-14
9780062049827,Fiction,384,STATE OF WONDER,Ann Patchett,17,7,0,2011-08-14
9780399593482,Fiction,368,THE MIDNIGHT LINE,Lee Child,7,7,0,2018-01-07
9781488051128,Fiction,384,UNFINISHED BUSINESS,Nora Roberts,13,7,0,2019-05-19
9780316258678,Fiction,368,THE HOTEL NANTUCKET,Elin Hilderbrand,11,7,0,2022-08-14
9781538750551,Fiction,416,ONE GOOD DEED,David Baldacci,14,7,0,2019-09-22
9781538761687,Fiction,416,DAYLIGHT,David Baldacci,8,7,0,2021-01-31
9781538719848,Fiction,432,THE 6:20 MAN,David Baldacci,14,7,0,2022-09-11
9780316407144,Fiction,400,CROSS JUSTICE,James Patterson,11,7,0,2016-01-24
9781101580363,Fiction,522,THE WITNESS,Nora Roberts,19,6,0,2012-06-17
9781101604922,Fiction,368,ENTWINED WITH YOU,Sylvia Day,16,6,0,2013-08-04
9781101611029,Fiction,464,SIX YEARS,Harlan Coben,20,6,1,2014-01-12
9780553448122,Fiction,305,ARTEMIS,Andy Weir,13,6,0,2018-01-07
9780440246312,Fiction,606,A WANTED MAN,Lee Child,18,6,0,2013-06-23
9780316225946,Fiction,400,THE WRONG SIDE OF GOODBYE,Michael Connelly,17,6,0,2017-01-08
9780316375207,Fiction,432,THE IDENTICALS,Elin Hilderbrand,12,6,0,2017-08-06
9781101608067,Fiction,336,THE SILENT WIFE,A S A Harrison,19,6,0,2013-09-29
9780316128650,Fiction,624,THE HOST,Stephenie Meyer,19,6,0,2013-04-28
9781449486808,Poetry,192,HOME BODY,Rupi Kaur,11,6,0,2021-01-10
9780316273947,Fiction,432,TARGET: ALEX CROSS,James Patterson,8,6,0,2019-01-13
9780399593598,Fiction,512,NO MIDDLE NAME,Lee Child,13,6,0,2018-02-04
9780316420273,Fiction,368,THE 19TH CHRISTMAS,James Patterson and Maxine Paetro,13,6,0,2019-12-01
9781429957861,Fiction,384,WHERE WE BELONG,Emily Giffin,16,6,0,2012-09-23
9780316334501,Fiction,384,THE RUMOR,Elin Hilderbrand,16,6,0,2015-08-23
9781101988848,Fiction,384,GOLDEN PREY,John Sandford,12,6,0,2018-04-22
9780345543004,FICTION,288,TURBO TWENTY-THREE,Janet Evanovich,15,6,0,2017-01-08
9781501101748,Fiction,436,THE CUBAN AFFAIR,Nelson DeMille,11,6,0,2017-11-12
9781538750568,Fiction,432,ONE GOOD DEED,David Baldacci,8,6,0,2019-09-15
9780316228558,Fiction,512,THE CASUAL VACANCY,J K Rowling,15,6,0,2012-11-18
9780316097574,Fiction,416,GUILTY WIVES,James Patterson and David Ellis,20,6,0,2012-05-27
9781439102725,Fiction,466,SING YOU HOME,Jodi Picoult,13,6,0,2011-04-24
9780316256568,Fiction,406,THE DARK HOURS,Michael Connelly,11,6,0,2022-01-16
9780316225908,Fiction,416,TWO KINDS OF TRUTH,Michael Connelly,15,6,0,2017-12-31
9780062320070,Fiction,512,THE HEIST,Daniel Silva,14,6,0,2014-09-07
9780316206815,Fiction,448,PRIVATE GAMES,James Patterson and Mark Sullivan,14,6,0,2012-04-08
9780316274043,Fiction,368,THE 17TH SUSPECT,James Patterson and Maxine Paetro,10,6,0,2018-06-24
9780062834843,Fiction,496,THE ORDER,Daniel Silva,11,6,0,2020-09-06
9780316210843,Fiction,512,12TH OF NEVER,James Patterson and Maxine Paetro,19,6,0,2013-06-30
9780525953098,Fiction,1098,EDGE OF ETERNITY,Ken Follett,20,6,0,2015-01-04
9780316210683,Fiction,352,"MERRY CHRISTMAS, ALEX CROSS",James Patterson,6,6,0,2013-01-06
9781429969185,Fiction,416,THE MARRIAGE PLOT,Jeffrey Eugenides,19,6,0,2011-12-11
9780316206914,Fiction,464,THE SILKWORM,Robert Galbraith,13,6,0,2014-08-10
9780345542946,Fiction,352,TOP SECRET TWENTY-ONE,Janet Evanovich,14,6,0,2014-08-10
9780316211246,Fiction,416,NYPD RED 2,James Patterson and Marshall Karp,15,6,0,2014-05-18
9780345542960,Fiction,292,TRICKY TWENTY-TWO,Janet Evanovich,12,6,0,2016-01-10
9780316408769,Fiction,384,14TH DEADLY SIN,James Patterson and Maxine Paetro,17,6,0,2015-07-05
9781101617281,Fiction,512,THE COLLECTOR,Nora Roberts,14,6,0,2014-06-08
9781538748145,Fiction,400,THE BOY FROM THE WOODS,Harlan Coben,13,6,0,2020-05-10
9780316225885,Fiction,400,THE CROSSING,Michael Connelly,16,6,0,2016-01-10
9780316290050,Fiction,384,15TH AFFAIR,James Patterson and Maxine Paetro,19,6,0,2016-07-10
9780440339373,Fiction,416,NEVER GO BACK,Lee Child,17,6,0,2013-11-10
9780698411449,Fiction,400,HOME,Harlan Coben,15,6,0,2016-11-13
9780440335184,Fiction,976,DRAGONFLY IN AMBER,Diana Gabaldon,20,6,0,2014-11-02
9781524761332,Fiction,384,READY PLAYER TWO,Ernest Cline,14,6,0,2021-01-17
9780698148635,Fiction,400,MISSING YOU,Harlan Coben,14,6,0,2014-05-11
9780143110439,Fiction,512,A GENTLEMAN IN MOSCOW,Amor Towles,15,6,0,2019-06-16
9780393356687,Fiction,502,THE OVERSTORY,Richard Powers,13,6,0,2020-01-05
9780393609097,Fiction,304,NORSE MYTHOLOGY,Neil Gaiman,14,6,0,2017-04-02
9780316540711,Fiction,528,THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,13,6,0,2021-08-01
9781476706146,Fiction,448,RED SPARROW,Jason Matthews,15,6,0,2018-04-15
9781101515037,Fiction,480,BURIED PREY,John Sandford,16,6,0,2011-07-10
9780698404175,Fiction,400,FOOL ME ONCE,Harlan Coben,15,6,0,2016-05-15
9781101626368,Fiction,368,DARK WITCH,Nora Roberts,20,6,0,2014-01-19
9781501133534,Fiction,368,BIG SUMMER,Jennifer Weiner,12,6,0,2020-06-28
9780525559481,Fiction,304,THE MIDNIGHT LIBRARY,Matt Haig,11,6,0,2021-01-24
9781101514382,Fiction,368,DEAD RECKONING,Charlaine Harris,14,6,0,2011-06-26
9780062416216,Fiction,208,THE ALCHEMIST,Paulo Coelho,12,6,0,2017-01-15
9781538719664,Fiction,352,A GAMBLING MAN,David Baldacci,8,6,0,2021-06-13
9781538719770,Fiction,432,DREAM TOWN,David Baldacci,15,6,0,2022-06-12
9780399157868,Fiction,437,V IS FOR VENGEANCE,Sue Grafton,15,6,0,2012-01-08
9780316539555,Fiction,448,THE SUMMER HOUSE,James Patterson and Brendan DuBois,15,6,0,2020-08-02
9780316097437,Fiction,416,ZOO,James Patterson and Michael Ledwidge,20,6,0,2015-08-09
9781250301895,Fiction,336,A DOG'S WAY HOME,W Bruce Cameron,14,6,0,2019-02-03
9781982102319,Fiction,160,ELEVATION,Stephen King,15,6,0,2019-01-06
9780399179198,FICTION,285,HARDCORE TWENTY-FOUR,Janet Evanovich,15,6,0,2018-01-07
9780316508827,Fiction,432,THE PEOPLE VS. ALEX CROSS,James Patterson,1,6,0,2018-01-14
9780316485616,Fiction,416,THE NIGHT FIRE,Michael Connelly,14,6,0,2019-12-15
9781416595212,Fiction,448,THE LAST MAN,Vince Flynn,15,6,0,2013-01-06
9780316526883,Fiction,400,CRISS CROSS,James Patterson,11,6,0,2020-01-19
9780316097383,Fiction,288,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo,18,6,0,2011-12-25
9781476717173,Fiction,368,CODE OF CONDUCT,Brad Thor,14,6,0,2015-08-30
9780316069502,Fiction,400,THE GODS OF GUILT,Michael Connelly,19,6,0,2014-02-09
9780698161351,Fiction,512,THE LIAR,Nora Roberts,13,6,0,2015-06-07
9780345527752,Fiction,320,NOTORIOUS NINETEEN,Janet Evanovich,17,6,0,2013-01-20
9780385537070,Fiction,224,THE NICKEL BOYS,Colson Whitehead,10,6,0,2019-09-08
9780062364913,Fiction,336,THE ART OF RACING IN THE RAIN,Garth Stein,10,6,0,2019-09-15
9781982137465,Fiction,272,IN FIVE YEARS,Rebecca Serle,12,6,0,2020-05-10
9780735224650,Fiction,464,THE SEARCHER,Tana French,14,6,0,2020-11-29
9781455586424,Fiction,432,THE GUILTY,David Baldacci,8,6,0,2016-01-10
9780316464147,Fiction,324,THE BLACK BOOK,James Patterson and David Ellis,10,6,0,2017-05-21
9780345527721,Fiction,320,EXPLOSIVE EIGHTEEN,Janet Evanovich,17,6,0,2012-01-22
9780316553452,Fiction,384,16TH SEDUCTION,James Patterson and Maxine Paetro,13,6,0,2018-02-18
9781476778464,Fiction,352,WHEN LIFE GIVES YOU LULULEMONS,Lauren Weisberger,15,6,0,2018-07-29
9781101597781,Fiction,400,FIELD OF PREY,John Sandford,19,6,0,2014-07-06
9780062491817,Fiction,336,COMMONWEALTH,Ann Patchett,16,6,0,2016-11-20
9781476783475,Fiction,400,THE SURVIVOR,Vince Flynn and Kyle Mills,12,6,0,2015-11-29
9780399180194,Fiction,320,TWISTED TWENTY-SIX,Janet Evanovich,9,6,0,2020-01-05
9781538761571,Fiction,432,LONG ROAD TO MERCY,David Baldacci,9,6,0,2019-01-06
9781455586516,Fiction,432,NO MAN'S LAND,David Baldacci,10,6,0,2017-01-08
9780316484800,Fiction,448,DARK SACRED NIGHT,Michael Connelly,15,6,0,2018-12-23
9780698197008,Fiction,464,THE OBSESSION,Nora Roberts,17,6,0,2016-06-12
9781538761601,Fiction,432,A MINUTE TO MIDNIGHT,David Baldacci,8,6,0,2020-01-12
9781501129742,Horror fiction,432,END OF WATCH,Stephen King,13,6,0,2016-07-31
9780316407045,Fiction,448,CROSS JUSTICE,James Patterson,3,5,0,2016-01-10
9780316539425,Fiction,416,FAIR WARNING,Michael Connelly,11,5,0,2020-07-12
9780316433174,Fiction,400,NEVER NEVER,James Patterson and Candice Fox,15,5,0,2017-03-05
9781455501489,Fiction,480,LETHAL,Sandra Brown,20,5,0,2011-11-13
9780425285428,Fiction,432,THE APARTMENT,Danielle Steel,10,5,0,2017-02-19
9780451494320,Cold cases (Criminal investigation),368,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz,13,5,0,2017-10-29
9780345535115,Fiction,352,THE INN AT ROSE HARBOR,Debbie Macomber,14,5,0,2015-05-24
9780517580516,Fiction,757,THE LAND OF PAINTED CAVES,Jean M Auel,16,5,0,2011-05-22
9780062834867,Fiction,496,THE CELLIST,Daniel Silva,15,5,0,2021-08-29
9780316553476,Fiction,368,MURDER GAMES,James Patterson and Howard Roughan,11,5,0,2017-08-13
9780062834881,Fiction,528,THE OTHER WOMAN,Daniel Silva,12,5,0,2018-09-02
9781538714911,Fiction,368,THE FIRST LADY,James Patterson and Brendan DuBois,9,5,0,2019-04-28
9781101614341,Fiction,416,X,Sue Grafton,13,5,0,2015-10-11
9780316528443,Fiction,416,THE 18TH ABDUCTION,James Patterson and Maxine Paetro,5,5,0,2019-06-16
9780316527583,Fiction,400,THE INN,James Patterson with Candice Fox,13,5,0,2019-09-22
9781101547656,Fiction,432,SHOCK WAVE,John Sandford,18,5,0,2011-11-27
9781101552186,Fiction,544,RED MIST,Patricia Cornwell,15,5,0,2012-01-22
9781455521319,Fiction,432,KING AND MAXWELL,David Baldacci,9,5,0,2014-01-05
9780345527714,Fiction,305,EXPLOSIVE EIGHTEEN,Janet Evanovich,11,5,0,2012-01-08
9780316470063,Fiction,352,JUROR #3,James Patterson and Nancy Allen,15,5,0,2018-10-28
9780525575757,Domestic fiction,432,SHARP OBJECTS,Gillian Flynn,10,5,0,2018-07-15
9781982173678,Fiction,512,STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,14,5,0,2021-12-12
9780345527691,Fiction,320,SMOKIN’ SEVENTEEN,Janet Evanovich,16,5,0,2011-08-14
9780440339366,Fiction,608,A WANTED MAN,Lee Child,19,5,0,2012-11-04
9780316420259,Fiction,416,DEADLY CROSS,James Patterson,4,5,0,2021-01-10
9780062255679,Fiction,256,THE OCEAN AT THE END OF THE LANE,Neil Gaiman,17,5,0,2013-08-18
9780385534642,Fiction,384,THE NIGHT CIRCUS,Erin Morgenstern,16,5,0,2011-11-06
9780062294418,Fiction,400,THE MAGIC STRINGS OF FRANKIE PRESTO,Mitch Albom,19,5,0,2016-01-10
9780446571852,Fiction,352,ABRAHAM LINCOLN: VAMPIRE HUNTER,Seth Grahame-Smith,20,5,0,2012-07-22
9781250123107,Fiction,432,COME SUNDOWN,Nora Roberts,14,5,0,2017-07-16
9780316412261,Fiction,400,THE 17TH SUSPECT,James Patterson and Maxine Paetro,9,5,0,2018-06-17
9781476729107,Fiction,336,THE ROSIE PROJECT,Graeme Simsion,18,5,0,2014-03-02
9781538719671,Fiction,448,A GAMBLING MAN,David Baldacci,11,5,0,2021-06-06
9780446583176,Fiction,352,ONE SUMMER,David Baldacci,16,5,0,2011-08-07
9780316408738,Fiction,416,TRUTH OR DIE,James Patterson and Howard Roughan,20,5,0,2015-08-16
9780345527745,Fiction,312,NOTORIOUS NINETEEN,Janet Evanovich,8,5,0,2013-01-06
9781250207104,Fiction,464,HIDEAWAY,Nora Roberts,14,5,0,2020-07-12
9781459273702,Fiction,384,UNFINISHED BUSINESS,Nora Roberts,18,5,0,2012-04-01
9780735217348,Fiction,432,HOLY GHOST,John Sandford,14,5,0,2019-10-20
9780385350075,Fiction,336,BAD MONKEY,Carl Hiaasen,20,5,0,2013-08-11
9781476789408,Fiction,368,USE OF FORCE,Brad Thor,14,5,0,2018-06-17
9780307739308,Fiction,320,ONE DAY,David Nicholls,10,5,0,2011-09-18
9781476783543,Fiction,400,ENEMY OF THE STATE,Kyle Mills,15,5,0,2018-09-16
9780062073204,Fiction,544,THE ENGLISH GIRL,Daniel Silva,16,5,0,2013-09-08
9780345544988,FICTION,384,A SPARK OF LIGHT,Jodi Picoult,13,5,0,2018-11-18
9781250122988,Fiction,432,YEAR ONE,Nora Roberts,14,5,0,2018-09-09
9780735217362,Fiction,400,TWISTED PREY,John Sandford,11,5,0,2018-06-10
9781101584910,Fiction,464,STOLEN PREY,John Sandford,18,5,0,2012-07-08
9780316210966,Fiction,400,HOPE TO DIE,James Patterson,5,5,0,2015-01-11
9780698407107,Fiction,416,EXTREME PREY,John Sandford,12,5,0,2016-06-12
9781101621196,Fiction,464,SILKEN PREY,John Sandford,20,5,0,2013-06-30
9780316069441,Fiction,416,THE BLACK BOX,Michael Connelly,19,5,0,2013-05-05
9780593318171,Fiction,320,KLARA AND THE SUN,Kazuo Ishiguro,11,5,0,2021-04-18
9781455585304,Fiction,368,BULLSEYE,James Patterson and Michael Ledwidge,14,5,0,2017-03-12
9780316097475,Fiction,416,"I, MICHAEL BENNETT",James Patterson and Michael Ledwidge,19,5,0,2012-09-02
9780316199896,Fiction,400,NYPD RED,James Patterson and Marshall Karp,15,5,0,2012-11-25
9780399184581,Fiction,400,GOLDEN PREY,John Sandford,14,5,0,2017-06-11
9781984854797,Fiction,384,DEAR EDWARD,Ann Napolitano,13,5,0,2020-02-23
9780698152519,Fiction,416,GATHERING PREY,John Sandford,16,5,0,2015-06-21
9781501163401,Fiction,720,SLEEPING BEAUTIES,Stephen King and Owen King,14,5,0,2018-01-07
9781455591237,Fiction,400,ZOO,James Patterson and Michael Ledwidge,10,5,0,2015-06-21
9781250207227,Fiction,416,GOLDEN IN DEATH,JD Robb,11,5,0,2020-08-16
9781250272614,Fiction,464,THE AWAKENING,Nora Roberts,12,5,0,2021-01-10
9781501133503,Fiction,480,MRS. EVERYTHING,Jennifer Weiner,12,5,0,2019-07-28
9781501133510,Fiction,368,BIG SUMMER,Jennifer Weiner,9,5,0,2020-06-21
9781594634697,Fiction,368,ALL ADULTS HERE,Emma Straub,15,5,0,2020-06-21
9781101597767,Fiction,400,DEADLINE,John Sandford,12,5,0,2014-11-23
9781982104061,Fiction,352,NEAR DARK,Brad Thor,15,5,0,2020-09-06
9780698160576,Fiction,1120,EDGE OF ETERNITY,Ken Follett,8,5,0,2014-11-02
9780735224667,Fiction,464,THE SEARCHER,Tana French,7,5,0,2020-11-22
9780062429063,Fiction,592,PRETTY GIRLS,Karin Slaughter,13,5,0,2016-01-17
9780399178931,Fiction,368,ALL WE EVER WANTED,Emily Giffin,12,5,0,2018-08-12
9780307271341,Fiction,560,CUTTING FOR STONE,Abraham Verghese,12,5,0,2011-03-13
9780062424082,Fiction,416,AN OFFER FROM A GENTLEMAN,Julia Quinn,15,5,0,2022-04-24
9780399179228,Fiction,320,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,12,5,0,2018-12-30
9780759525771,Fiction,384,THE BLACK ECHO,Michael Connelly,17,5,0,2011-08-21
9781401686314,Fiction,352,THE WEDDING DRESS,Rachel Hauck,18,5,0,2016-05-15
9780698153462,Fiction,368,CAPTIVATED BY YOU,Sylvia Day,17,5,0,2015-01-18
9780062336583,Fiction,336,LITTLE GIRL LOST,Brian McGilloway,20,5,0,2014-05-11
9781439180969,Fiction,352,I’LL WALK ALONE,Mary Higgins Clark,12,5,0,2011-05-22
9780062320155,Fiction,544,THE ENGLISH SPY,Daniel Silva,19,5,0,2015-08-23
9780316225892,Fiction,400,THE CROSSING,Michael Connelly,7,5,0,2015-12-20
9780553908114,Fiction,368,LOVE YOU MORE,Lisa Gardner,15,5,0,2011-04-24
9781455581139,Fiction,304,MEAN STREAK,Sandra Brown,10,5,0,2014-10-12
9781250133748,Fiction,352,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,9,5,0,2019-02-24
9780316284561,Fiction,384,NYPD RED 3,James Patterson and Marshall Karp,19,5,0,2015-05-10
9781439100530,Fiction,448,THE LAST MAN,Vince Flynn,12,5,0,2012-12-30
9780316211024,Fiction,416,BURN,James Patterson and Michael Ledwidge,18,5,0,2014-11-23
9780316273909,Fiction,432,THE PEOPLE VS. ALEX CROSS,James Patterson,6,5,0,2018-01-07
9780812989076,Fiction,241,MY NAME IS LUCY BARTON,Elizabeth Strout,12,5,0,2016-02-28
9780399562471,Fiction,416,STILL ME,Jojo Moyes,13,5,0,2018-03-18
9780062320247,Fiction,592,THE BLACK WIDOW,Daniel Silva,18,5,0,2016-09-04
9781439193068,Fiction,384,BLACK LIST,Brad Thor,20,5,0,2012-09-16
9781455572120,Fiction,432,TAILSPIN,Sandra Brown,14,5,0,2018-10-07
9780061122415,Fiction,208,THE ALCHEMIST,Paulo Coelho,19,5,0,2015-01-11
9780316211116,Fiction,448,PRIVATE L.A.,James Patterson and Mark Sullivan,12,5,0,2014-03-30
9780316211062,Fiction,448,MISTRESS,James Patterson and David Ellis,15,5,0,2013-09-22
9780062834898,Fiction,512,THE NEW GIRL,Daniel Silva,10,5,0,2019-09-01
9780062325365,Fiction,464,FLESH AND BLOOD,Patricia Cornwell,16,5,0,2015-08-30
9781538748169,Fiction,384,THE BOY FROM THE WOODS,Harlan Coben,5,4,0,2020-04-26
9781101561171,Fiction,480,STAY CLOSE,Harlan Coben,15,4,0,2012-04-29
9780399593574,Fiction,418,NO MIDDLE NAME,Lee Child,14,4,0,2017-06-25
9781466872929,Fiction,464,THE WEEKENDERS,Mary Kay Andrews,13,4,0,2016-06-26
9781538748480,Fiction,384,RUN AWAY,Harlan Coben,9,4,0,2019-04-28
9780345534194,Fiction,384,CIRCLING THE SUN,Paula McLain,15,4,0,2015-09-06
9781455581238,Fiction,416,STING,Sandra Brown,19,4,0,2016-10-02
9780399163852,FICTION,483,Y IS FOR YESTERDAY,Sue Grafton,11,4,0,2017-10-01
9781460309674,Fiction,384,THE WANDERER,Ron Carr,14,4,0,2013-05-05
9780425280102,Fiction,314,STARS OF FORTUNE,Nora Roberts,12,4,0,2015-12-13
